president,enddate,Approve,Disapprove
Joseph R. Biden Jr.,3/30/2021,49.372983,39.403336
Joseph R. Biden Jr.,4/1/2021,52.571039,38.149758
Joseph R. Biden Jr.,4/2/2021,52.571039,38.149758
Joseph R. Biden Jr.,4/3/2021,52.571039,38.149758
Joseph R. Biden Jr.,4/4/2021,53.571039,38.149758
Joseph R. Biden Jr.,4/1/2021,52.662904,40.989944
Joseph R. Biden Jr.,4/2/2021,55.571039,38.149758
Joseph R. Biden Jr.,4/5/2021,53.571039,38.149758
Joseph R. Biden Jr.,4/3/2021,53.130397,36.286074
Joseph R. Biden Jr.,4/4/2021,55.571039,39.149758
Joseph R. Biden Jr.,4/4/2021,52.571039,41.149758
Joseph R. Biden Jr.,4/6/2021,53.571039,38.149758
Joseph R. Biden Jr.,4/7/2021,53.571039,38.149758
Joseph R. Biden Jr.,4/8/2021,53.571039,38.149758
Joseph R. Biden Jr.,4/6/2021,50.372983,40.403336
Joseph R. Biden Jr.,4/9/2021,53.571039,38.149758
Joseph R. Biden Jr.,4/10/2021,53.571039,38.149758
Joseph R. Biden Jr.,4/8/2021,53.372983,37.403336
Joseph R. Biden Jr.,4/11/2021,52.571039,39.149758
Joseph R. Biden Jr.,4/11/2021,57.503578,38.276483
Joseph R. Biden Jr.,4/8/2021,54.662904,36.989944
Joseph R. Biden Jr.,4/12/2021,53.571039,38.149758
Joseph R. Biden Jr.,4/13/2021,53.968534,37.83808
Joseph R. Biden Jr.,4/12/2021,50.178181,41.15417
Joseph R. Biden Jr.,4/12/2021,54.520684,40.159991
Joseph R. Biden Jr.,4/11/2021,48.054291,40.207717
Joseph R. Biden Jr.,4/13/2021,53.571039,38.149758
Joseph R. Biden Jr.,4/21/2021,56.223818,38.629441
Joseph R. Biden Jr.,4/14/2021,52.571039,39.149758
Joseph R. Biden Jr.,4/13/2021,50.372983,41.403336
Joseph R. Biden Jr.,4/15/2021,52.571039,39.149758
Joseph R. Biden Jr.,4/16/2021,53.571039,39.149758
Joseph R. Biden Jr.,4/16/2021,53.662904,39.989944
Joseph R. Biden Jr.,4/16/2021,53.662904,39.989944
Joseph R. Biden Jr.,4/17/2021,52.571039,39.149758
Joseph R. Biden Jr.,4/15/2021,52.662904,37.989944
Joseph R. Biden Jr.,4/18/2021,52.571039,39.149758
Joseph R. Biden Jr.,4/19/2021,52.571039,40.149758
Joseph R. Biden Jr.,4/19/2021,56.571039,37.149758
Joseph R. Biden Jr.,4/20/2021,51.571039,40.149758
Joseph R. Biden Jr.,4/21/2021,52.571039,39.149758
Joseph R. Biden Jr.,4/19/2021,55.571039,38.149758
Joseph R. Biden Jr.,4/22/2021,52.571039,39.149758
Joseph R. Biden Jr.,4/20/2021,54.054291,38.207717
Joseph R. Biden Jr.,4/20/2021,57.424431,35.863501
Joseph R. Biden Jr.,4/20/2021,50.372983,37.403336
Joseph R. Biden Jr.,4/21/2021,52.710545,41.488707
Joseph R. Biden Jr.,4/21/2021,54.968534,42.83808
Joseph R. Biden Jr.,4/23/2021,52.571039,39.149758
Joseph R. Biden Jr.,4/24/2021,52.571039,39.149758
Joseph R. Biden Jr.,4/22/2021,56.571039,37.149758
Joseph R. Biden Jr.,4/23/2021,52.372983,43.403336
Joseph R. Biden Jr.,4/22/2021,52.662904,38.989944
Joseph R. Biden Jr.,4/25/2021,52.571039,38.149758
Joseph R. Biden Jr.,4/27/2021,55.571039,38.149758
Joseph R. Biden Jr.,4/24/2021,59.372983,41.403336
Joseph R. Biden Jr.,4/26/2021,53.571039,38.149758
Joseph R. Biden Jr.,4/25/2021,53.336792,41.175669
Joseph R. Biden Jr.,4/27/2021,53.571039,38.149758
Joseph R. Biden Jr.,4/26/2021,53.609616,41.968994
Joseph R. Biden Jr.,4/25/2021,51.255997,38.666487
Joseph R. Biden Jr.,4/28/2021,53.571039,38.149758
Joseph R. Biden Jr.,4/29/2021,53.571039,38.149758
Joseph R. Biden Jr.,4/27/2021,52.372983,38.403336
Joseph R. Biden Jr.,4/30/2021,53.571039,38.149758
Joseph R. Biden Jr.,4/28/2021,58.571039,35.149758
Joseph R. Biden Jr.,4/28/2021,53.662904,37.989944
Joseph R. Biden Jr.,4/29/2021,55.372983,36.403336
Joseph R. Biden Jr.,4/30/2021,51.130397,35.286074
Joseph R. Biden Jr.,1/21/2021,50.847771,39.112939
Joseph R. Biden Jr.,1/21/2021,54.069993,31.834246
Joseph R. Biden Jr.,1/21/2021,56.381535,32.583727
Joseph R. Biden Jr.,1/22/2021,52.069993,31.834246
Joseph R. Biden Jr.,1/24/2021,50.847771,41.112939
Joseph R. Biden Jr.,1/23/2021,56.673918,33.732805
Joseph R. Biden Jr.,1/22/2021,58.773755,38.052745
Joseph R. Biden Jr.,1/26/2021,54.743437,32.579907
Joseph R. Biden Jr.,1/24/2021,54.069993,34.834246
Joseph R. Biden Jr.,1/24/2021,54.929779,30.782859
Joseph R. Biden Jr.,1/25/2021,50.847771,41.112939
Joseph R. Biden Jr.,1/25/2021,57.069993,32.834246
Joseph R. Biden Jr.,1/25/2021,56.169103,35.65172
Joseph R. Biden Jr.,1/26/2021,50.847771,42.112939
Joseph R. Biden Jr.,1/26/2021,53.572989,34.937139
Joseph R. Biden Jr.,1/27/2021,51.847771,42.112939
Joseph R. Biden Jr.,1/27/2021,51.01499,35.479467
Joseph R. Biden Jr.,1/28/2021,52.847771,39.112939
Joseph R. Biden Jr.,1/29/2021,56.194279,32.72057
Joseph R. Biden Jr.,1/29/2021,56.773755,40.052745
Joseph R. Biden Jr.,1/30/2021,56.673918,36.732805
Joseph R. Biden Jr.,1/29/2021,54.84458,36.564735
Joseph R. Biden Jr.,1/31/2021,51.847771,40.112939
Joseph R. Biden Jr.,2/1/2021,53.847771,39.112939
Joseph R. Biden Jr.,2/1/2021,51.919168,35.870415
Joseph R. Biden Jr.,2/1/2021,52.76934,38.38404
Joseph R. Biden Jr.,2/1/2021,56.069993,35.834246
Joseph R. Biden Jr.,2/1/2021,54.069993,37.834246
Joseph R. Biden Jr.,2/2/2021,53.847771,41.112939
Joseph R. Biden Jr.,2/2/2021,51.572989,38.937139
Joseph R. Biden Jr.,2/3/2021,54.847771,40.112939
Joseph R. Biden Jr.,2/4/2021,51.847771,42.112939
Joseph R. Biden Jr.,2/6/2021,58.673918,33.732805
Joseph R. Biden Jr.,2/7/2021,52.847771,41.112939
Joseph R. Biden Jr.,2/7/2021,57.069993,35.834246
Joseph R. Biden Jr.,2/8/2021,53.847771,40.112939
Joseph R. Biden Jr.,2/9/2021,54.572989,38.937139
Joseph R. Biden Jr.,2/9/2021,53.847771,41.112939
Joseph R. Biden Jr.,2/10/2021,52.847771,41.112939
Joseph R. Biden Jr.,2/9/2021,55.773755,41.052745
Joseph R. Biden Jr.,2/11/2021,54.847771,39.112939
Joseph R. Biden Jr.,2/14/2021,55.847771,37.112939
Joseph R. Biden Jr.,2/13/2021,55.673918,36.732805
Joseph R. Biden Jr.,2/15/2021,55.847771,38.112939
Joseph R. Biden Jr.,2/14/2021,53.919168,37.870415
Joseph R. Biden Jr.,2/15/2021,55.76934,37.38404
Joseph R. Biden Jr.,2/15/2021,54.069993,38.834246
Joseph R. Biden Jr.,2/15/2021,54.773755,42.052745
Joseph R. Biden Jr.,2/18/2021,50.743437,41.579907
Joseph R. Biden Jr.,2/16/2021,52.847771,41.112939
Joseph R. Biden Jr.,2/15/2021,60.069993,33.834246
Joseph R. Biden Jr.,2/16/2021,56.572989,38.937139
Joseph R. Biden Jr.,2/17/2021,52.847771,42.112939
Joseph R. Biden Jr.,2/18/2021,51.847771,43.112939
Joseph R. Biden Jr.,2/21/2021,52.847771,43.112939
Joseph R. Biden Jr.,2/20/2021,57.425741,35.637281
Joseph R. Biden Jr.,2/21/2021,56.677244,41.265611
Joseph R. Biden Jr.,2/20/2021,54.673918,38.732805
Joseph R. Biden Jr.,2/22/2021,52.847771,42.112939
Joseph R. Biden Jr.,2/22/2021,56.069993,36.834246
Joseph R. Biden Jr.,2/22/2021,52.572989,38.937139
Joseph R. Biden Jr.,2/23/2021,52.332462,38.502405
Joseph R. Biden Jr.,2/23/2021,51.847771,43.112939
Joseph R. Biden Jr.,2/24/2021,52.847771,42.112939
Joseph R. Biden Jr.,2/25/2021,51.847771,43.112939
Joseph R. Biden Jr.,2/24/2021,54.773755,42.052745
Joseph R. Biden Jr.,2/25/2021,56.773755,40.052745
Joseph R. Biden Jr.,2/26/2021,53.773755,43.052745
Joseph R. Biden Jr.,2/28/2021,53.708345,39.583644
Joseph R. Biden Jr.,2/28/2021,51.847771,42.112939
Joseph R. Biden Jr.,2/27/2021,55.194279,35.72057
Joseph R. Biden Jr.,2/27/2021,52.673918,41.732805
Joseph R. Biden Jr.,3/1/2021,52.847771,42.112939
Joseph R. Biden Jr.,2/27/2021,48.876682,42.16154
Joseph R. Biden Jr.,3/1/2021,52.76934,40.38404
Joseph R. Biden Jr.,3/1/2021,50.929779,42.782859
Joseph R. Biden Jr.,3/1/2021,55.069993,37.834246
Joseph R. Biden Jr.,3/2/2021,53.572989,40.937139
Joseph R. Biden Jr.,3/2/2021,52.847771,41.112939
Joseph R. Biden Jr.,3/3/2021,51.847771,42.112939
Joseph R. Biden Jr.,3/7/2021,52.404817,39.843081
Joseph R. Biden Jr.,3/4/2021,51.847771,43.112939
Joseph R. Biden Jr.,3/6/2021,51.673918,40.732805
Joseph R. Biden Jr.,3/7/2021,51.847771,43.112939
Joseph R. Biden Jr.,3/8/2021,52.847771,42.112939
Joseph R. Biden Jr.,3/8/2021,50.831399,42.763195
Joseph R. Biden Jr.,3/8/2021,49.01499,42.479467
Joseph R. Biden Jr.,3/8/2021,57.069993,37.834246
Joseph R. Biden Jr.,3/8/2021,53.773755,43.052745
Joseph R. Biden Jr.,3/9/2021,53.572989,39.937139
Joseph R. Biden Jr.,3/9/2021,52.847771,42.112939
Joseph R. Biden Jr.,3/10/2021,52.847771,41.112939
Joseph R. Biden Jr.,3/11/2021,53.847771,41.112939
Joseph R. Biden Jr.,3/14/2021,54.847771,40.112939
Joseph R. Biden Jr.,3/13/2021,55.673918,38.732805
Joseph R. Biden Jr.,3/15/2021,53.847771,41.112939
Joseph R. Biden Jr.,3/15/2021,55.76934,39.38404
Joseph R. Biden Jr.,3/14/2021,54.773755,42.052745
Joseph R. Biden Jr.,3/15/2021,60.069993,34.834246
Joseph R. Biden Jr.,3/16/2021,53.154046,41.940134
Joseph R. Biden Jr.,3/16/2021,54.847771,40.112939
Joseph R. Biden Jr.,3/17/2021,56.572989,39.937139
Joseph R. Biden Jr.,3/17/2021,53.847771,41.112939
Joseph R. Biden Jr.,3/18/2021,54.847771,42.112939
Joseph R. Biden Jr.,3/21/2021,50.743437,43.579907
Joseph R. Biden Jr.,3/20/2021,58.673918,35.732805
Joseph R. Biden Jr.,3/21/2021,51.847771,43.112939
Joseph R. Biden Jr.,3/20/2021,58.425741,35.637281
Joseph R. Biden Jr.,3/22/2021,53.404817,40.843081
Joseph R. Biden Jr.,3/22/2021,50.847771,44.112939
Joseph R. Biden Jr.,3/22/2021,55.773755,41.052745
Joseph R. Biden Jr.,3/22/2021,55.069993,40.834246
Joseph R. Biden Jr.,3/22/2021,53.666798,37.828214
Joseph R. Biden Jr.,3/23/2021,52.572989,41.937139
Joseph R. Biden Jr.,3/23/2021,50.847771,44.112939
Joseph R. Biden Jr.,3/24/2021,49.847771,45.112939
Joseph R. Biden Jr.,3/25/2021,50.847771,45.112939
Joseph R. Biden Jr.,3/25/2021,53.01499,40.479467
Joseph R. Biden Jr.,3/25/2021,56.773755,40.052745
Joseph R. Biden Jr.,3/26/2021,56.773755,40.052745
Joseph R. Biden Jr.,3/29/2021,50.847771,44.112939
Joseph R. Biden Jr.,3/29/2021,53.93502,42.334006
Joseph R. Biden Jr.,3/28/2021,51.847771,44.112939
Joseph R. Biden Jr.,3/29/2021,54.76934,40.38404
Joseph R. Biden Jr.,3/29/2021,56.069993,39.834246
Joseph R. Biden Jr.,3/30/2021,51.847771,43.112939
Joseph R. Biden Jr.,3/30/2021,51.572989,41.937139
Joseph R. Biden Jr.,3/31/2021,50.847771,44.112939
Joseph R. Biden Jr.,4/1/2021,50.847771,44.112939
Joseph R. Biden Jr.,4/4/2021,49.847771,45.112939
Joseph R. Biden Jr.,4/5/2021,49.847771,45.112939
Joseph R. Biden Jr.,4/4/2021,57.069993,37.834246
Joseph R. Biden Jr.,4/5/2021,56.773755,40.052745
Joseph R. Biden Jr.,4/6/2021,51.847771,44.112939
Joseph R. Biden Jr.,4/6/2021,53.572989,40.937139
Joseph R. Biden Jr.,4/7/2021,53.847771,42.112939
Joseph R. Biden Jr.,4/8/2021,52.847771,42.112939
Joseph R. Biden Jr.,4/11/2021,52.847771,42.112939
Joseph R. Biden Jr.,4/11/2021,53.743973,36.912775
Joseph R. Biden Jr.,4/12/2021,52.847771,42.112939
Joseph R. Biden Jr.,4/13/2021,53.01499,40.479467
Joseph R. Biden Jr.,4/12/2021,53.929779,42.782859
Joseph R. Biden Jr.,4/12/2021,54.76934,41.38404
Joseph R. Biden Jr.,4/12/2021,51.919168,41.870415
Joseph R. Biden Jr.,4/12/2021,57.069993,37.834246
Joseph R. Biden Jr.,4/13/2021,56.773755,40.052745
Joseph R. Biden Jr.,4/12/2021,50.154046,44.940134
Joseph R. Biden Jr.,4/13/2021,56.208345,40.083644
Joseph R. Biden Jr.,4/13/2021,52.572989,41.937139
Joseph R. Biden Jr.,4/13/2021,52.847771,42.112939
Joseph R. Biden Jr.,4/14/2021,52.847771,42.112939
Joseph R. Biden Jr.,4/15/2021,51.847771,43.112939
Joseph R. Biden Jr.,4/18/2021,55.677244,42.265611
Joseph R. Biden Jr.,4/18/2021,52.847771,42.112939
Joseph R. Biden Jr.,4/19/2021,52.847771,43.112939
Joseph R. Biden Jr.,4/19/2021,56.069993,38.834246
Joseph R. Biden Jr.,4/19/2021,56.773755,40.052745
Joseph R. Biden Jr.,4/20/2021,51.904875,46.775512
Joseph R. Biden Jr.,4/20/2021,51.331204,42.457814
Joseph R. Biden Jr.,4/20/2021,57.425741,36.637281
Joseph R. Biden Jr.,4/20/2021,52.847771,42.112939
Joseph R. Biden Jr.,4/20/2021,52.572989,40.937139
Joseph R. Biden Jr.,4/21/2021,53.385125,42.358844
Joseph R. Biden Jr.,4/23/2021,53.743437,42.579907
Joseph R. Biden Jr.,4/21/2021,55.01499,43.479467
Joseph R. Biden Jr.,4/21/2021,52.847771,43.112939
Joseph R. Biden Jr.,4/22/2021,54.847771,40.112939
Joseph R. Biden Jr.,4/25/2021,53.847771,41.112939
Joseph R. Biden Jr.,4/25/2021,55.069993,37.834246
Joseph R. Biden Jr.,4/26/2021,52.847771,42.112939
Joseph R. Biden Jr.,4/26/2021,52.831399,43.763195
Joseph R. Biden Jr.,4/26/2021,52.76934,43.38404
Joseph R. Biden Jr.,4/26/2021,55.069993,39.834246
Joseph R. Biden Jr.,4/26/2021,58.069993,37.834246
Joseph R. Biden Jr.,4/27/2021,50.847771,44.112939
Joseph R. Biden Jr.,4/27/2021,53.572989,39.937139
Joseph R. Biden Jr.,4/28/2021,50.847771,44.112939
Joseph R. Biden Jr.,4/28/2021,55.773755,41.052745
Joseph R. Biden Jr.,4/29/2021,49.847771,45.112939
Joseph R. Biden Jr.,4/29/2021,55.273755,40.052745
Joseph R. Biden Jr.,4/30/2021,53.194279,38.72057
